PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,GR,PT,DEP,PL,TA,JT,JID,RN,SB,CIN,MH,PMC,MID,EDAT,MHDA,CRDT,PHST,AID,PST,SO,OTO,OT,CN,SI,IR,FIR,CON,TT,RIN,EIN,COIS,GN,OID
23316525,NLM,MEDLINE,20130131,20130115,1935-1623 (Print) 1935-1623 (Linking),27,11,2012 Nov,Genome study suggests new treatments for high-risk form of childhood leukemia.,21,,,,"['McBride, Deborah']",['McBride D'],"['Kaiser Permanente Oakland Medical Center, CA, USA.']",['eng'],,['Journal Article'],,United States,ONS Connect,ONS connect,101300056,['0 (Antineoplastic Agents)'],,,"['Antineoplastic Agents/*therapeutic use', 'Child', '*Genomics', 'Humans', '*Pharmacogenetics', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*drug therapy/epidemiology/*genetics', 'Risk Factors']",,,2013/01/16 06:00,2013/02/01 06:00,['2013/01/16 06:00'],"['2013/01/16 06:00 [entrez]', '2013/01/16 06:00 [pubmed]', '2013/02/01 06:00 [medline]']",,ppublish,ONS Connect. 2012 Nov;27(11):21.,,,,,,,,,,,,,
23316518,NLM,MEDLINE,20130131,20131121,1935-1623 (Print) 1935-1623 (Linking),27,11,2012 Nov,"As we look back at the history of BMT, we also look forward to the future of ONS Connect.",7,,,,"['Wujcik, Debra M']",['Wujcik DM'],,['eng'],,"['Editorial', 'Historical Article']",,United States,ONS Connect,ONS connect,101300056,,,,"['Bone Marrow Transplantation/*history/nursing', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Leukemia, Myeloid, Acute/*history/nursing/therapy', 'Oncology Nursing/*history', '*Periodicals as Topic']",,,2013/01/16 06:00,2013/02/01 06:00,['2013/01/16 06:00'],"['2013/01/16 06:00 [entrez]', '2013/01/16 06:00 [pubmed]', '2013/02/01 06:00 [medline]']",,ppublish,ONS Connect. 2012 Nov;27(11):7.,,,,,,,,,,,,,
23316480,NLM,PubMed-not-MEDLINE,20130115,20211021,2234-943X (Electronic) 2234-943X (Linking),2,,2012,Post-translational modifications of PML: consequences and implications.,210,10.3389/fonc.2012.00210 [doi],"The tumor suppressor promyelocytic leukemia protein (PML) predominantly resides in a structurally distinct sub-nuclear domain called PML nuclear bodies. Emerging evidences indicated that PML actively participates in many aspects of cellular processes, but the molecular mechanisms underlying PML regulation in response to stress and environmental cues are not complete. Post-translational modifications, such as SUMOylation, phosphorylation, acetylation, and ubiquitination of PML add a complex layer of regulation to the physiological function of PML. In this review, we discuss the fast-moving horizon of post-translational modifications targeting PML.",,"['Cheng, Xiwen', 'Kao, Hung-Ying']","['Cheng X', 'Kao HY']","['Department of Biochemistry, School of Medicine, Case Western Reserve University Cleveland, OH, USA ; Comprehensive Cancer Center, Case Western Reserve University Cleveland, OH, USA ; University Hospital of Cleveland, Case Western Reserve University Cleveland, OH, USA.']",['eng'],,['Journal Article'],20130104,Switzerland,Front Oncol,Frontiers in oncology,101568867,,,,,PMC3539660,,2013/01/15 06:00,2013/01/15 06:01,['2013/01/15 06:00'],"['2012/09/28 00:00 [received]', '2012/12/16 00:00 [accepted]', '2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/01/15 06:01 [medline]']",['10.3389/fonc.2012.00210 [doi]'],epublish,Front Oncol. 2013 Jan 4;2:210. doi: 10.3389/fonc.2012.00210. eCollection 2012.,['NOTNLM'],"['PML', 'SUMOylation', 'acetylation', 'phosphorylation', 'post-translational modification', 'review', 'sumo']",,,,,,,,,,,
23316400,NLM,PubMed-not-MEDLINE,20130115,20211021,2090-6579 (Electronic) 2090-6579 (Linking),2012,,2012,Haemorrhagic colitis caused by dasatinib.,417106,10.1155/2012/417106 [doi],Gastrointestinal bleeding appears to be a common adverse event associated with dasatinib therapy. Here we present a case of a 59-year-old man with chronic myeloid leukaemia (CML) developing the rarest complication of haemorrhagic colitis with dasatinib therapy which resolved rapidly after treatment withdrawal.,,"['Patodi, Nishant', 'Sagar, Nidhi', 'Rudzki, Zbigniew', 'Langman, Gerald', 'Sharma, Naveen']","['Patodi N', 'Sagar N', 'Rudzki Z', 'Langman G', 'Sharma N']","['Department of Gastroenterology, Heart of England Foundation Trust, Birmingham B9 5SS, UK.']",['eng'],,['Journal Article'],20121222,United States,Case Rep Hematol,Case reports in hematology,101576456,,,,,PMC3539334,,2013/01/15 06:00,2013/01/15 06:01,['2013/01/15 06:00'],"['2012/11/15 00:00 [received]', '2012/12/11 00:00 [accepted]', '2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/01/15 06:01 [medline]']",['10.1155/2012/417106 [doi]'],ppublish,Case Rep Hematol. 2012;2012:417106. doi: 10.1155/2012/417106. Epub 2012 Dec 22.,,,,,,,,,,,,,
23316398,NLM,PubMed-not-MEDLINE,20130115,20211021,2090-6463 (Print) 2090-6463 (Linking),2012,,2012,Paraneoplastic pemphigus: a paraneoplastic autoimmune multiorgan syndrome or autoimmune multiorganopathy?,207126,10.1155/2012/207126 [doi],"Paraneoplastic pemphigus (PNP), a clinically and immunopathologically distinct mucocutaneous blistering dermatosis, is a severe form of autoimmune multiorgan syndrome generally associated with poor therapeutic outcome and high mortality. This IgG-mediated disease is initiated by an obvious or occult lymphoproliferative disorder in most cases. Clinically severe mucositis, and polymorphic blistering skin eruptions, and histologically acantholysis, keratinocyte necrosis and interface dermatitis are its hallmark features. A 58-year-old female presented with recurrent, severe, recalcitrant stomatitis and widespread erosions/blistering lesions of one-year duration. Treatment with repeated courses of systemic corticosteroids at a peripheral center would provide temporary relief. She also had fever, productive cough, odynophagia and poor oral intake, herpes zoster ophthalmicus, pain in the abdomen, and watery diarrhea. An array of investigations revealed chronic lymphocytic leukemia (CLL), mediastinal and para-aortic lymphadenopathy, bronchiolitis obliterans, and vertebral osteoporosis/fractures. With the diagnosis of CLL-associated PNP she was managed with dexamethasone-cyclophosphamide pulse (DCP) therapy for 3 cycles initially, followed by COP regimen (cyclophosphamide, vincristine, and prednisolone) for 5 cycles. Remission is being maintained with chlorambucil and prednisolone pulse therapy once in 3 weeks with complete resolution of skin lesions and adequate control of CLL.",,"['Mahajan, Vikram K', 'Sharma, Vikas', 'Chauhan, Pushpinder S', 'Mehta, Karaninder S', 'Sharma, Anju Lath', 'Abhinav, C', 'Khatri, Gayatri', 'Prabha, Neel', 'Sharma, Saurabh', 'Negi, Muninder']","['Mahajan VK', 'Sharma V', 'Chauhan PS', 'Mehta KS', 'Sharma AL', 'Abhinav C', 'Khatri G', 'Prabha N', 'Sharma S', 'Negi M']","['Department of Dermatology, Venereology & Leprosy, Dr. R. P. Govt. Medical College, Kangra, Tanda, Himachal Pradesh 176001, India.']",['eng'],,['Journal Article'],20121219,United States,Case Rep Dermatol Med,Case reports in dermatological medicine,101591808,,,,,PMC3535815,,2013/01/15 06:00,2013/01/15 06:01,['2013/01/15 06:00'],"['2012/10/30 00:00 [received]', '2012/12/03 00:00 [accepted]', '2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/01/15 06:01 [medline]']",['10.1155/2012/207126 [doi]'],ppublish,Case Rep Dermatol Med. 2012;2012:207126. doi: 10.1155/2012/207126. Epub 2012 Dec 19.,,,,,,,,,,,,,
23316193,NLM,PubMed-not-MEDLINE,20130115,20211021,1664-3224 (Electronic) 1664-3224 (Linking),3,,2012,The TNF receptor-ligands 4-1BB-4-1BBL and GITR-GITRL in NK cell responses.,402,10.3389/fimmu.2012.00402 [doi],"Interactions between several tumor necrosis factor (TNF)-TNF receptor (TNFR) superfamily members that are expressed by T cells and natural killer (NK) cells and various other cell types modulate immune responses. This review summarizes the current understanding of how the TNF ligand-TNFR interactions 4-1BBL with 4-1BB, and GITRL with glucocorticoid-induced TNFR-related (GITR) regulate NK cell mediated antitumor responses and discuss its therapeutic implications.",,"['Barao, Isabel']",['Barao I'],"['Department of Microbiology and Immunology, University of Nevada, Reno Reno, NV, USA.']",['eng'],['T32 CA009563/CA/NCI NIH HHS/United States'],['Journal Article'],20130104,Switzerland,Front Immunol,Frontiers in immunology,101560960,,,,,PMC3539674,,2013/01/15 06:00,2013/01/15 06:01,['2013/01/15 06:00'],"['2012/10/01 00:00 [received]', '2012/12/14 00:00 [accepted]', '2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/01/15 06:01 [medline]']",['10.3389/fimmu.2012.00402 [doi]'],epublish,Front Immunol. 2013 Jan 4;3:402. doi: 10.3389/fimmu.2012.00402. eCollection 2012.,['NOTNLM'],"['4-1BB', 'GITR', 'NK', 'leukemia', 'therapy']",,,,,,,,,,,
23316119,NLM,PubMed-not-MEDLINE,,20211021,1548-5315 (Print) 1548-5315 (Linking),9,12,2012 Dec,Management of relapsed chronic lymphocytic leukemia: applying guidelines to practice.,S85-S92,,,,"['Nastoupil, Loretta J', 'Flowers, Christopher R']","['Nastoupil LJ', 'Flowers CR']","['Winship Cancer Institute, Emory University, Atlanta, GA.']",['eng'],['R21 CA158686/CA/NCI NIH HHS/United States'],['Journal Article'],,United States,Community Oncol,Community oncology,101223547,,,,,PMC3541037,['NIHMS417520'],2013/01/15 06:00,2013/01/15 06:01,['2013/01/15 06:00'],"['2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/01/15 06:01 [medline]']",['10.1016/j.cmonc.2012.09.019 [doi]'],ppublish,Community Oncol. 2012 Dec;9(12):S85-S92. doi: 10.1016/j.cmonc.2012.09.019.,,,,,,,,,,,,,
23316079,NLM,MEDLINE,20140303,20130723,1475-3162 (Electronic) 0003-4878 (Linking),57,6,2013 Jul,An analysis of historical exposures of pressmen to airborne benzene (1938-2006).,705-16,10.1093/annhyg/mes107 [doi],"Benzene is an aromatic hydrocarbon that, with sufficient cumulative lifetime doses, can cause acute myelogenous leukemia. Because of its volatility and solvent properties, it was used in the printing industry in inks, ink solvents, and cleaning agents from the 1930s to the 1970s. This analysis represents the first known attempt to gather and synthesize the available data on historical airborne benzene concentrations in printing facilities and exposures to pressmen. The sources of fugitive benzene vapors from printing operations have been identified as evaporation from ink fountains, exposed sections of the printing cylinder, the paper web, the paper post exit, and spilled ink. In addition, specific activities that could lead to benzene exposure, such as filling the fountains, using solvents to clean the press, and using solvents as personal cleaning agents, potentially occurred multiple times per work period. Eighteen studies were identified that reported workplace airborne concentrations in printing facilities between 1938 and 2006. Typical benzene air concentrations, considering both personal and area samples of various durations, were as high as 200 p.p.m. in the 1930s through the 1950s, 3-35 p.p.m. in the 1960s, 1.3-16 p.p.m. in the 1970s, 0.013-1 in the 1980s, and far less than 1 p.p.m. in the 1990s and 2000s. The decrease in benzene air concentrations by the late 1970s was likely to be linked to the decreased benzene content of printing materials, increased engineering controls, and to more stringent occupational exposure limits.",,"['Novick, Rachel M', 'Keenan, James J', 'Gross, Sherilyn A', 'Paustenbach, Dennis J']","['Novick RM', 'Keenan JJ', 'Gross SA', 'Paustenbach DJ']","['ChemRisk LLC, 101 2nd Street, San Francisco, CA 94105, USA. rnovick@chemrisk.com']",['eng'],,"['Historical Article', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20130112,England,Ann Occup Hyg,The Annals of occupational hygiene,0203526,"['0 (Air Pollutants, Occupational)', '0 (Solvents)', 'J64922108F (Benzene)']",IM,,"['Air Pollutants, Occupational/*analysis', 'Air Pollution, Indoor/analysis', 'Benzene/*adverse effects/*analysis', 'Environmental Monitoring', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Inhalation Exposure/analysis', 'Ink', 'Occupational Exposure/analysis', 'Occupational Health/history/standards', 'Printing/*history/instrumentation/methods', 'Solvents/analysis']",,,2013/01/15 06:00,2014/03/04 06:00,['2013/01/15 06:00'],"['2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2014/03/04 06:00 [medline]']","['mes107 [pii]', '10.1093/annhyg/mes107 [doi]']",ppublish,Ann Occup Hyg. 2013 Jul;57(6):705-16. doi: 10.1093/annhyg/mes107. Epub 2013 Jan 12.,['NOTNLM'],"['benzene', 'exposure reconstruction', 'pressmen', 'printing']",,,,,,,,,,,
23316053,NLM,MEDLINE,20130425,20211203,1083-351X (Electronic) 0021-9258 (Linking),288,8,2013 Feb 22,Structure and dynamic regulation of Abl kinases.,5443-50,10.1074/jbc.R112.438382 [doi],"The c-abl proto-oncogene encodes a unique protein-tyrosine kinase (Abl) distinct from c-Src, c-Fes, and other cytoplasmic tyrosine kinases. In normal cells, Abl plays prominent roles in cellular responses to genotoxic stress as well as in the regulation of the actin cytoskeleton. Abl is also well known in the context of Bcr-Abl, the oncogenic fusion protein characteristic of chronic myelogenous leukemia. Selective inhibitors of Bcr-Abl, of which imatinib is the prototype, have had a tremendous impact on clinical outcomes in chronic myelogenous leukemia and revolutionized the field of targeted cancer therapy. In this minireview, we focus on the structural organization and dynamics of Abl kinases and how these features influence inhibitor sensitivity.",,"['Panjarian, Shoghag', 'Iacob, Roxana E', 'Chen, Shugui', 'Engen, John R', 'Smithgall, Thomas E']","['Panjarian S', 'Iacob RE', 'Chen S', 'Engen JR', 'Smithgall TE']","['Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania 15219, USA.']",['eng'],"['R21 CA169962/CA/NCI NIH HHS/United States', 'GM086507/GM/NIGMS NIH HHS/United States', 'R01 GM086507/GM/NIGMS NIH HHS/United States', 'R01 GM101135/GM/NIGMS NIH HHS/United States', 'CA169962/CA/NCI NIH HHS/United States', 'GM101135/GM/NIGMS NIH HHS/United States', 'CA101828/CA/NCI NIH HHS/United States', 'R01 CA101828/CA/NCI NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20130111,United States,J Biol Chem,The Journal of biological chemistry,2985121R,"['0 (Benzamides)', '0 (MAS1 protein, human)', '0 (Piperazines)', '0 (Proto-Oncogene Mas)', '0 (Pyrimidines)', '0I3V7S25AW (Myristic Acid)', '8A1O1M485B (Imatinib Mesylate)', 'EC 2.7.10.2 (Fusion Proteins, bcr-abl)']",IM,,"['Benzamides', 'Fusion Proteins, bcr-abl/*biosynthesis/*physiology', '*Gene Expression Regulation, Enzymologic', '*Gene Expression Regulation, Neoplastic', 'Genes, abl/*genetics', 'Humans', 'Imatinib Mesylate', 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive/enzymology', 'Models, Biological', 'Models, Chemical', 'Molecular Conformation', 'Mutation', 'Myristic Acid/chemistry', 'Piperazines/pharmacology', 'Protein Binding', 'Protein Structure, Tertiary', 'Proto-Oncogene Mas', 'Pyrimidines/pharmacology', 'src Homology Domains']",PMC3581414,,2013/01/15 06:00,2013/04/26 06:00,['2013/01/15 06:00'],"['2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/04/26 06:00 [medline]']","['S0021-9258(20)45047-1 [pii]', '10.1074/jbc.R112.438382 [doi]']",ppublish,J Biol Chem. 2013 Feb 22;288(8):5443-50. doi: 10.1074/jbc.R112.438382. Epub 2013 Jan 11.,,,,,,,,,,,,,
23315323,NLM,MEDLINE,20130506,20131121,1537-6613 (Electronic) 0022-1899 (Linking),207,8,2013 Apr 15,Heterogeneity and evolution of thymidine kinase and DNA polymerase mutants of herpes simplex virus type 1: implications for antiviral therapy.,1295-305,10.1093/infdis/jit019 [doi],"BACKGROUND: Infections caused by acyclovir-resistant isolates of herpes simplex virus (HSV) after hematopoietic stem cell transplantation (HSCT) are an emerging concern. An understanding of the evolutionary aspects of HSV infection is crucial to the design of effective therapeutic and control strategies. METHODS: Eight sequential HSV-1 isolates were recovered from an HSCT patient who suffered from recurrent herpetic gingivostomatitis and was treated alternatively with acyclovir, ganciclovir, and foscavir. The diverse spectra and temporal changes of HSV drug resistance were determined phenotypically (drug-resistance profiling) and genotypically (sequencing of the viral thymidine kinase and DNA polymerase genes). RESULTS: Analysis of 60 clones recovered from the different isolates demonstrated that most of these isolates were heterogeneous mixtures of variants, indicating the simultaneous infection with different drug-resistant viruses. The phenotype/genotype of several clones associated with resistance to acyclovir and/or foscavir were identified. Two novel mutations (E798K and I922T) in the viral DNA polymerase could be linked to drug resistance. CONCLUSIONS: The heterogeneity within the viral populations and the temporal changes of drug-resistant viruses found in this HSCT recipient were remarkable, showing a rapid evolution of HSV-1. Drug-resistance surveillance is highly recommended among immunocompromised patients to manage the clinical syndrome and to avoid the emergence of multidrug-resistant isolates.",,"['Andrei, Graciela', 'Georgala, Aspasia', 'Topalis, Dimitri', 'Fiten, Pierre', 'Aoun, Michel', 'Opdenakker, Ghislain', 'Snoeck, Robert']","['Andrei G', 'Georgala A', 'Topalis D', 'Fiten P', 'Aoun M', 'Opdenakker G', 'Snoeck R']","['Laboratory of Virology, Rega Institute for Medical Research, K U Leuven, Minderbroedersstraat 10, Leuven, Belgium.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",20130111,United States,J Infect Dis,The Journal of infectious diseases,0413675,"['0 (DNA, Viral)', 'EC 2.7.1.21 (Thymidine Kinase)', 'P9G3CKZ4P5 (Ganciclovir)', 'X4HES1O11F (Acyclovir)']",IM,,"['Acyclovir/pharmacology', 'Adult', 'DNA, Viral/analysis/genetics', 'Drug Resistance, Multiple, Viral', '*Evolution, Molecular', 'Female', 'Ganciclovir/pharmacology', '*Genes, pol', '*Genetic Heterogeneity', 'Genotype', 'Hematopoietic Stem Cell Transplantation', 'Herpesvirus 1, Human/*enzymology/genetics/isolation & purification', 'Humans', 'Leukemia, Myeloid, Acute/pathology', 'Mutation', 'Phenotype', 'Stomatitis, Herpetic/*drug therapy/pathology/virology', 'Thymidine Kinase/*genetics']",,,2013/01/15 06:00,2013/05/07 06:00,['2013/01/15 06:00'],"['2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/05/07 06:00 [medline]']","['jit019 [pii]', '10.1093/infdis/jit019 [doi]']",ppublish,J Infect Dis. 2013 Apr 15;207(8):1295-305. doi: 10.1093/infdis/jit019. Epub 2013 Jan 11.,,,,,,,,,,,,,
23315321,NLM,MEDLINE,20130909,20131121,1537-6591 (Electronic) 1058-4838 (Linking),56,8,2013 Apr,Genetic determinants of idiopathic noncirrhotic portal hypertension in HIV-infected patients.,1117-22,10.1093/cid/cit001 [doi],"BACKGROUND: Noncirrhotic portal hypertension (NCPH) is a rare but potentially life-threatening complication in patients with human immunodeficiency virus (HIV). Cases of NCPH have been reported in HIV-negative individuals as result of treatment with thiopurines for leukemia or inflammatory bowel disease. Exposure to didanosine, which is also a purine analogue, predisposes to NCPH in the HIV setting. However, it is unclear why NCPH only develops in a small subset of didanosine-treated patients. METHODS: A multicenter, case-control study was conducted to investigate the role of pharmacogenomics in NCPH in HIV patients with prior didanosine exposure. Three controls were chosen for each case, adjusted for sex, age, CD4 counts, plasma HIV-RNA, and site. Tagging 36 single-nucleotide polymorphisms (SNPs) at enzymes involved in the purine metabolism (inosine triphosphatase, 5'-nucleotidase cytosolic-II, purine nucleoside phosphorylase and xanthine oxidase) was performed using SNPlex microarray technology. RESULTS: Eighty individuals were examined; 22 with NCPH and 58 matched controls. Two SNPs at the 5'-nucleotidase gene were associated with NCPH: rs11191561 (48% CG/GG vs 17% CC; P=.003) and rs11598702 (40% CC/CT vs 9% TT; P=.003). SNPs at another 2 loci at the xanthine oxidase gene were also associated with NCPH: rs1429376 (71% AA vs 23% CC/AC; P=.015) and rs1594160 (71% AA vs 23% CC/AC; P=.015). There was a cumulative risk of NCPH for these 4 SNPs: 7%, 26%, 42%, 50%, and 100%, respectively, for 0, 1, 2, 3, or all SNPs (P=.001). CONCLUSIONS: SNPs at the 5'-nucleotidase and xanthine oxidase genes influence the risk of NCPH in HIV patients treated with didanosine.",,"['Vispo, Eugenia', 'Cevik, Muge', 'Rockstroh, Juergen K', 'Barreiro, Pablo', 'Nelson, Mark', 'Scourfield, Andrew', 'Boesecke, Christoph', 'Wasmuth, Jan-Christian', 'Soriano, Vincent']","['Vispo E', 'Cevik M', 'Rockstroh JK', 'Barreiro P', 'Nelson M', 'Scourfield A', 'Boesecke C', 'Wasmuth JC', 'Soriano V']","['Department of Infectious Diseases, Hospital Carlos III, Madrid, Spain.']",['eng'],,"['Journal Article', 'Multicenter Study', ""Research Support, Non-U.S. Gov't""]",20130111,United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,"['0 (Anti-HIV Agents)', '0 (GPI-Linked Proteins)', 'EC 1.17.3.2 (Xanthine Oxidase)', ""EC 3.1.3.5 (5'-Nucleotidase)"", 'EC 3.1.3.5 (NT5E protein, human)', 'K3GDH6OH08 (Didanosine)']",IM,,"[""5'-Nucleotidase/*genetics"", 'Adult', 'Anti-HIV Agents/therapeutic use', 'Case-Control Studies', 'Didanosine/therapeutic use', 'Female', 'GPI-Linked Proteins/genetics', 'Genetic Association Studies', 'HIV Infections/*complications/drug therapy/genetics', 'Humans', 'Hypertension, Portal/etiology/*genetics', 'Male', 'Middle Aged', '*Polymorphism, Single Nucleotide', 'Prospective Studies', 'Risk', 'Xanthine Oxidase/*genetics']",,,2013/01/15 06:00,2013/09/10 06:00,['2013/01/15 06:00'],"['2013/01/15 06:00 [entrez]', '2013/01/15 06:00 [pubmed]', '2013/09/10 06:00 [medline]']","['cit001 [pii]', '10.1093/cid/cit001 [doi]']",ppublish,Clin Infect Dis. 2013 Apr;56(8):1117-22. doi: 10.1093/cid/cit001. Epub 2013 Jan 11.,,,['European Network of Clinical Trials (NEAT)'],,,,,,,,,,
